,,processor_core_count,processor_clock,processor_core_threadscount,processor_isa,processor_simd,processor_microarchitecture,processor,processor_manufacturer,processor_tdp,processor_core_L1_size, processor_core_L2_size, processor_L3_size,node_memory_bandwidth,node_memory_type
AMD;Ryzen;5;1600,,6,3.2G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_1600,AMD,65,576KB,3MB,16MB,2667M,DDR4
AMD;Ryzen;5;1600,PRO,6,3.2G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_1600,AMD,65,576KB,3MB,16MB,2667M,DDR4
AMD;Ryzen;5;2400G,,4,3.6G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_2400G,AMD,65,384KB,2MB,4MB,2933M,DDR4
AMD;Ryzen;5;2400G,PRO,4,3.6G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_2400G,AMD,65,384KB,2MB,4MB,2933M,unset
AMD;Ryzen;5;2400GE,,4,3.2G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_2400GE,AMD,35,384KB,2MB,4MB,2933M,DDR4
AMD;Ryzen;5;2400GE,PRO,4,3.2G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_2400GE,AMD,35,384KB,2MB,4MB,2933M,DDR4
AMD;Ryzen;5;2500U,,4,2.0G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_2500U,AMD,15,384KB,2MB,4MB,2400M,DDR4
AMD;Ryzen;5;2500U,PRO,4,2.0G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_2500U,AMD,15,384KB,2MB,4MB,2400M,DDR4
AMD;Ryzen;5;2600,,6,3.4G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_2600,AMD,65,576KB,3MB,16MB,2933M,DDR4
AMD;Ryzen;5;2600,PRO,6,3.4G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_2600,AMD,65,576KB,3MB,16MB,2933M,DDR4
AMD;Ryzen;5;3350G,PRO,4,3.6G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_3350G,AMD,65,384KB,2MB,4MB,2933M,DDR4
AMD;Ryzen;5;3350GE,PRO,4,3.3G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_3350GE,AMD,35,384KB,2MB,4MB,2933M,DDR4
AMD;Ryzen;5;3400G,,4,3.7G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_3400G,AMD,65,384KB,2MB,4MB,unset,DDR4
AMD;Ryzen;5;3400G,PRO,4,3.7G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_3400G,AMD,65,384KB,2MB,4MB,2933M,DDR4
AMD;Ryzen;5;3400GE,,4,3.3G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_3400GE,AMD,35,384KB,2MB,4MB,2933M,unset
AMD;Ryzen;5;3400GE,PRO,4,3.3G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_3400GE,AMD,35,384KB,2MB,4MB,2933M,DDR4
AMD;Ryzen;5;3500U,,4,2.1G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_3500U,AMD,15,384KB,2MB,4MB,2400M,unset
AMD;Ryzen;5;3500U,PRO,4,2.1G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_3500U,AMD,15,384KB,2MB,4MB,2400M,unset
AMD;Ryzen;5;3600,,6,3.6G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_3600,AMD,65,384KB,3MB,32MB,3200M,DDR4
AMD;Ryzen;5;3600,PRO,6,3.6G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_3600,AMD,65,384KB,3MB,32MB,3200M,DDR4
AMD;Ryzen;5;4650G,PRO,6,3.7G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_4650G,AMD,65,384KB,3MB,8MB,3200M,DDR4
AMD;Ryzen;5;4650GE,PRO,6,3.3G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_4650GE,AMD,35,384KB,3MB,8MB,3200M,DDR4
AMD;Ryzen;5;4650U,PRO,6,2.1G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_4650U,AMD,15,unset,3MB,8MB,unset,LPDDR4
AMD;Ryzen;5;5650G,PRO,6,3.9G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_5650G,AMD,65,unset,3MB,16MB,3200M,DDR4
AMD;Ryzen;5;5650GE,PRO,6,3.4G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_5650GE,AMD,35,unset,3MB,16MB,3200M,DDR4
AMD;Ryzen;5;5650U,PRO,6,2.3G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_5650U,AMD,15,unset,3MB,16MB,4266M,DDR4
AMD;Ryzen;5;5675U,PRO,6,2.3G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_5675U,AMD,15,384KB,3MB,16MB,unset,DDR4
AMD;Ryzen;5;6650H,PRO,6,3.3G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_6650H,AMD,45,384KB,3MB,16MB,unset,DDR5
AMD;Ryzen;5;6650HS,PRO,6,3.3G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_6650HS,AMD,35,384KB,3MB,16MB,unset,DDR5
AMD;Ryzen;5;6650U,PRO,6,2.9G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_6650U,AMD,unset,384KB,3MB,16MB,unset,DDR5
AMD;Ryzen;7,1800X,8,3.6G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_1800X,AMD,95,768KB,4MB,16MB,2667M,DDR4
AMD;Ryzen;7,2700E,8,2.8G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_2700E,AMD,45,768KB,4MB,16MB,2667M,DDR4
AMD;Ryzen;7,2800H,4,3.3G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_2800H,AMD,45,192KB,2MB,4MB,3200M,unset
AMD;Ryzen;7,3700C,4,2.3G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_3700C,AMD,15,384KB,2MB,4MB,unset,unset
AMD;Ryzen;7,3700X,8,3.6G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_3700X,AMD,65,512KB,4MB,32MB,3200M,DDR4
AMD;Ryzen;7,3750H,4,2.3G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_3750H,AMD,35,384KB,2MB,4MB,2400M,unset
AMD;Ryzen;7,3780U,4,2.3G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_3780U,AMD,15,384KB,2MB,4MB,2400M,unset
AMD;Ryzen;7,3800X,8,3.9G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_3800X,AMD,105,512KB,4MB,32MB,3200M,DDR4
AMD;Ryzen;7,3800XT,8,3.9G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_3800XT,AMD,105,unset,4MB,32MB,3200M,DDR4
AMD;Ryzen;7,4700G,8,3.6G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_4700G,AMD,65,512KB,4MB,8MB,3200M,DDR4
AMD;Ryzen;7,4700GE,8,3.1G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_4700GE,AMD,35,512KB,4MB,8MB,3200M,DDR4
AMD;Ryzen;7,4700U,8,2.0G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_4700U,AMD,15,unset,4MB,8MB,unset,LPDDR4
AMD;Ryzen;7,4800H,8,2.9G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_4800H,AMD,45,unset,4MB,8MB,unset,LPDDR4
AMD;Ryzen;7,4800HS,8,2.9G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_4800HS,AMD,45,unset,4MB,8MB,unset,LPDDR4
AMD;Ryzen;7,4800U,8,1.8G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_4800U,AMD,15,unset,4MB,8MB,unset,LPDDR4
AMD;Ryzen;7,4980U,8,2.0G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_4980U,AMD,15,512KB,4MB,8MB,4267M,LPDDR4
AMD;Ryzen;7,5700G,8,3.8G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_5700G,AMD,65,unset,4MB,16MB,3200M,DDR4
AMD;Ryzen;7,5700GE,8,3.2G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_5700GE,AMD,35,unset,4MB,16MB,3200M,DDR4
AMD;Ryzen;7,5700U,8,1.8G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_5700U,AMD,15,unset,4MB,8MB,unset,LPDDR4
AMD;Ryzen;7,5700X,8,3.4G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_5700X,AMD,65,512KB,4MB,32MB,3200M,DDR4
AMD;Ryzen;7,5800,8,3.4G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_5800,AMD,65,unset,4MB,32MB,3200M,DDR4
AMD;Ryzen;7,5800H,8,3.2G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_5800H,AMD,45,unset,4MB,16MB,unset,LPDDR4
AMD;Ryzen;7,5800HS,8,2.8G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_5800HS,AMD,35,unset,4MB,16MB,unset,LPDDR4
AMD;Ryzen;7,5800U,8,1.9G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_5800U,AMD,15,unset,4MB,16MB,unset,LPDDR4
AMD;Ryzen;7,5800X,8,3.8G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_5800X,AMD,105,unset,4MB,32MB,3200M,DDR4
AMD;Ryzen;7,5800X3D,8,3.4G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_5800X3D,AMD,105,512KB,4MB,96MB,unset,DDR4
AMD;Ryzen;7,5825C,8,2.0G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_5825C,AMD,15,512KB,4MB,16MB,unset,DDR4
AMD;Ryzen;7,5825U,8,2.0G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_5825U,AMD,15,512KB,4MB,16MB,unset,DDR4
AMD;Ryzen;7,6800H,8,3.2G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_6800H,AMD,45,512KB,4MB,16MB,unset,DDR5
AMD;Ryzen;7,6800HS,8,3.2G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_6800HS,AMD,35,512KB,4MB,16MB,unset,DDR5
AMD;Ryzen;7,6800U,8,2.7G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_6800U,AMD,unset,512KB,4MB,16MB,unset,DDR5
AMD;Ryzen;7;1700,,8,3.0G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_1700,AMD,65,768KB,4MB,16MB,2667M,DDR4
AMD;Ryzen;7;1700,PRO,8,3.0G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_PRO_1700,AMD,65,768KB,4MB,16MB,2667M,DDR4
AMD;Ryzen;7;1700X,,8,3.4G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_1700X,AMD,95,768KB,4MB,16MB,2667M,DDR4
AMD;Ryzen;7;1700X,PRO,8,3.4G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_PRO_1700X,AMD,95,unset,4MB,16MB,2667M,DDR4
AMD;Ryzen;7;2700,,8,3.2G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_2700,AMD,65,768KB,4MB,16MB,2933M,DDR4
AMD;Ryzen;7;2700,PRO,8,3.2G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_PRO_2700,AMD,65,768KB,4MB,16MB,2933M,DDR4
AMD;Ryzen;7;2700U,,4,2.2G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_2700U,AMD,15,384KB,2MB,4MB,2400M,DDR4
AMD;Ryzen;7;2700U,PRO,4,2.2G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_PRO_2700U,AMD,15,384KB,2MB,4MB,2400M,DDR4
AMD;Ryzen;7;2700X,,8,3.7G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_2700X,AMD,105,768KB,4MB,16MB,2933M,DDR4
AMD;Ryzen;7;2700X,PRO,8,3.6G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_PRO_2700X,AMD,95,768KB,4MB,16MB,2933M,DDR4
AMD;Ryzen;7;3700,PRO,8,3.6G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_PRO_3700,AMD,65,512KB,4MB,32MB,3200M,DDR4
AMD;Ryzen;7;3700U,,4,2.3G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_3700U,AMD,15,384KB,2MB,4MB,2400M,DDR4
AMD;Ryzen;7;3700U,PRO,4,2.3G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_PRO_3700U,AMD,15,384KB,2MB,4MB,2400M,unset
AMD;Ryzen;7;4750G,PRO,8,3.6G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_PRO_4750G,AMD,65,512KB,4MB,8MB,3200M,DDR4
AMD;Ryzen;7;4750GE,PRO,8,3.1G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_PRO_4750GE,AMD,35,512KB,4MB,8MB,3200M,DDR4
AMD;Ryzen;7;4750U,PRO,8,1.7G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_PRO_4750U,AMD,15,unset,4MB,8MB,unset,LPDDR4
AMD;Ryzen;7;5750G,PRO,8,3.8G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_PRO_5750G,AMD,65,unset,4MB,16MB,3200M,DDR4
AMD;Ryzen;7;5750GE,PRO,8,3.2G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_PRO_5750GE,AMD,35,unset,4MB,16MB,3200M,DDR4
AMD;Ryzen;7;5850U,PRO,8,1.9G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_PRO_5850U,AMD,15,unset,4MB,16MB,4266M,DDR4
AMD;Ryzen;7;5875U,PRO,8,2.0G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_PRO_5875U,AMD,15,512KB,4MB,16MB,unset,DDR4
AMD;Ryzen;7;6850H,PRO,8,3.2G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_PRO_6850H,AMD,45,512KB,4MB,16MB,unset,DDR5
AMD;Ryzen;7;6850HS,PRO,8,3.2G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_PRO_6850HS,AMD,35,512KB,4MB,16MB,unset,DDR5
AMD;Ryzen;7;6850U,PRO,8,2.7G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_7_PRO_6850U,AMD,unset,512KB,4MB,16MB,unset,DDR5
AMD;Ryzen;9;3900,PRO,12,3.1G,24,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_PRO_3900,AMD,65,768KB,6MB,64MB,3200M,DDR4
AMD;Ryzen;9;3900,,12,3.1G,24,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_3900,AMD,65,768KB,6MB,64MB,3200M,DDR4
AMD;Ryzen;9,3900X,12,3.8G,24,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_3900X,AMD,105,768KB,6MB,64MB,3200M,DDR4
AMD;Ryzen;9,3900XT,12,3.8G,24,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_3900XT,AMD,105,unset,6MB,64MB,3200M,DDR4
AMD;Ryzen;9,3950X,16,3.5G,32,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_3950X,AMD,105,1024KB,8MB,64MB,unset,DDR4
AMD;Ryzen;9,4900H,8,3.3G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_4900H,AMD,54,unset,4MB,8MB,unset,LPDDR4
AMD;Ryzen;9,4900HS,8,3.0G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_4900HS,AMD,35,unset,4MB,8MB,unset,LPDDR4
AMD;Ryzen;9,5900,12,3.0G,24,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_5900,AMD,65,unset,6MB,64MB,3200M,DDR4
AMD;Ryzen;9,5900HS,8,3.0G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_5900HS,AMD,35,8KB,4MB,16MB,unset,LPDDR4
AMD;Ryzen;9,5900HX,8,3.3G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_5900HX,AMD,45+,unset,4MB,16MB,unset,LPDDR4
AMD;Ryzen;9,5900X,12,3.7G,24,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_5900X,AMD,105,unset,6MB,64MB,3200M,DDR4
AMD;Ryzen;9,5950X,16,3.4G,32,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_5950X,AMD,105,unset,8MB,64MB,3200M,DDR4
AMD;Ryzen;9,5980HS,8,3.0G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_5980HS,AMD,35,unset,4MB,16MB,unset,LPDDR4
AMD;Ryzen;9,5980HX,8,3.3G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_5980HX,AMD,45+,unset,4MB,16MB,unset,LPDDR4
AMD;Ryzen;9,6900HS,8,3.3G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_6900HS,AMD,35,512KB,4MB,16MB,unset,DDR5
AMD;Ryzen;9,6900HX,8,3.3G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_6900HX,AMD,45,512KB,4MB,16MB,unset,DDR5
AMD;Ryzen;9,6980HS,8,3.3G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_6980HS,AMD,35,512KB,4MB,16MB,unset,DDR5
AMD;Ryzen;9,6980HX,8,3.3G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_6980HX,AMD,45,512KB,4MB,16MB,unset,DDR5
AMD;Ryzen;9;6950H,PRO,8,3.3G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_PRO_6950H,AMD,45,384KB,4MB,16MB,unset,DDR5
AMD;Ryzen;9;6950HS,PRO,8,3.3G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_9_PRO_6950HS,AMD,35,512KB,4MB,16MB,unset,DDR5
AMD;Ryzen;Threadripper,1900X,8,3.8G,16,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_Threadripper_1900X,AMD,180,768KB,4MB,16MB,2667M,DDR4
